"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDR506C",746.492856986273,-1.08615293518469,0.11375059256639,-9.54854749042966,1.31527352118384e-21,6.4135680162342e-20
"YNL097W-A",99.8588442778958,2.37699676855114,0.250669811892911,9.48258089237574,2.48070120761908e-21,1.2012451056061e-19
"YOR065W",3636.94586692941,1.27385041185174,0.134428029304258,9.4760774106758,2.64021801423643e-21,1.26967173884625e-19
"YPR036W-A",29311.7158236328,-1.20713315711611,0.127555068260179,-9.46362362218239,2.97452479343012e-21,1.42064119072522e-19
"YOR053W",117.020189885542,2.39230490637828,0.254034514784786,9.41724359150568,4.6308492938383e-21,2.19666068883908e-19
"YIL169C",425.11384650248,2.74886173864975,0.292741556495138,9.39006327478963,5.99642230131318e-21,2.82520626399033e-19
"YER137W-A",63.7225880271049,5.26909767227184,0.561746124084993,9.3798558572246,6.60629804660016e-21,3.09165881066731e-19
"YFR007W",974.201606223738,-1.33596442684109,0.143232659057569,-9.32723329742922,1.08670474735593e-20,5.05172813554195e-19
"YKL090W",1263.70252580598,0.931832977319552,0.101488196717823,9.18168819089783,4.24385154824546e-20,1.9597600560209e-18
"YFR033C",2893.36956374438,0.83424353295255,0.0909476210164176,9.17279114757664,4.60926885698741e-20,2.11450208814298e-18
"YGL153W",1327.00530889188,-1.08108389853252,0.118182123807536,-9.14760933128182,5.82073675011791e-20,2.652810284874e-18
"YHR005C-A",4831.18444167986,-0.887674143380121,0.0974866318453574,-9.10559865057432,8.57919749166857e-20,3.88459377333798e-18
"YDR199W",64.1539491162868,6.04119939892245,0.667689690643565,9.04791474779178,1.45724477081331e-19,6.55572115282657e-18
"YOL163W",340.378331922109,1.98439281157711,0.220665627711634,8.99275900898493,2.41100495443398e-19,1.07768830431206e-17
"YDL137W",10666.8035126918,-0.957234449782326,0.106544655661348,-8.98434974368772,2.60268733536116e-19,1.15595788467983e-17
"YOR032C",283.31550488732,1.57252844697057,0.17509817598146,8.98083853904379,2.68710922940252e-19,1.18589953522935e-17
"YER097W",419.639075429739,1.47674775682294,0.166012746409995,8.89538778652502,5.82156547275942e-19,2.55306767556927e-17
"YOR032W-A",97.0870455803094,3.44749005824244,0.388623894551607,8.87101927229705,7.24794080843885e-19,3.15874320357776e-17
"YKR046C",2210.43098187274,0.984735539852185,0.111286966034375,8.84861520573769,8.8611929076044e-19,3.8378321829022e-17
"YDR046C",10119.6466479113,0.631358339850825,0.0719648313770427,8.77315110408546,1.73734650392627e-18,7.47809701967769e-17
"YJR112W",768.476844220652,-1.32383862488055,0.151011335966306,-8.76648508808587,1.84330511157031e-18,7.88550094661336e-17
"YNL277W",2182.98034316352,1.63321670928506,0.188042444099805,8.68536205803736,3.77537935671264e-18,1.60522684477788e-16
"YBL029W",605.353539929435,1.09463075232309,0.126202107531342,8.67363290308955,4.18548128685518e-18,1.76880975837825e-16
"YCR081C-A",91.0081767503183,2.86622882039027,0.331530938170941,8.64543392602595,5.36012087393319e-18,2.25157366589977e-16
"snR14",1816.75515581443,1.50507619233021,0.174235065970089,8.63819337370687,5.7108896242848e-18,2.38455289521784e-16
"YML094C-A",50.4101639453022,5.67660248646301,0.658293479084371,8.62320935391715,6.51032762479584e-18,2.70217348379175e-16
"YHR021W-A",176.200907130235,1.98386246232489,0.23032511391521,8.61331371382806,7.09785192360549e-18,2.92859890315391e-16
"YBR296C-A",73.2615365650031,3.17072729500846,0.369802579698474,8.57410810274437,9.98576009086656e-18,4.0959238302125e-16
"YAR075W",59.562805891074,3.8471928144358,0.449013220187019,8.56810588524188,1.05201044659771e-17,4.28986482112623e-16
"YPL003W",2369.64168172035,1.02306156782843,0.119496367050882,8.56144494663008,1.11461640340706e-17,4.51873266334733e-16
"YLR120W-A",60.5516776980557,3.07802849251387,0.359669328200383,8.55793989416579,1.14902238883948e-17,4.63129081929344e-16
"YOR049C",1299.31203005118,-2.22694905626653,0.260418389220529,-8.55142781173064,1.2157510220747e-17,4.87208728559014e-16
"Q0055",41904.9143975211,1.90841334975402,0.223283752150531,8.54703188822904,1.26294306954318e-17,5.03228687081406e-16
"YAR070C",60.5192441721585,5.39494300153726,0.634498750448174,8.50268498988623,1.85255112102894e-17,7.33968123121296e-16
"YBL106C",1596.93574794805,-1.07353150003421,0.126341792363258,-8.49704187310872,1.94483293758091e-17,7.61871914255712e-16
"YNL024C",838.263825027954,1.30321333974596,0.153364911054189,8.49746745059233,1.93771812333355e-17,7.61871914255712e-16
"YLR179C",12458.2119223948,0.605952839185574,0.0713279198233732,8.49531068179295,1.97404168525022e-17,7.68994003980436e-16
"YGL067W",3225.92192646392,-0.815334184476955,0.096657914126026,-8.43525532129623,3.30480534311337e-17,1.28024486986275e-15
"YGL179C",3742.04029149759,1.36076067715063,0.161627623000376,8.41910962922142,3.79356293869796e-17,1.45343485557917e-15
"YKL030W",53.7665134785433,3.88211128529229,0.461084269218842,8.41952663418613,3.78008519538144e-17,1.45343485557917e-15
"Q0085",7117.47887899857,1.57932880774162,0.188477290654544,8.37941166416884,5.31929204304694e-17,2.02685373858832e-15
"YBR071W",2396.66581252695,-0.810020228216294,0.0969542769162453,-8.35466215601851,6.56202480793141e-17,2.48679342313618e-15
"YPR160W",25704.3524724731,1.25112172142183,0.149907548180142,8.34595546795529,7.06404239178879e-17,2.66257122151044e-15
"YAL061W",2282.53487372075,-1.33156312599222,0.15988217322347,-8.32840271773808,8.19403635327711e-17,3.07188255330115e-15
"YIR017W-A",61.4213818212039,3.10114777173118,0.373115236393944,8.31150129837343,9.44988141749911e-17,3.5237445520974e-15
"YER150W",3694.42581209787,1.39514438044324,0.168108840173193,8.2990542258569,1.04943464600274e-16,3.89239775881762e-15
"YIL013C",846.936308923061,-1.44403476597178,0.174208310076776,-8.28912676631427,1.14082907563902e-16,4.20899531451371e-15
"snR8",19009.7154027992,1.88950084319354,0.228750911832616,8.26008004976235,1.45574806571931e-16,5.34259540118988e-15
"YKL120W",10174.847838914,1.03422543123292,0.125321080931834,8.25260541596722,1.54978089379782e-16,5.65791736777602e-15
"YDR124W",689.183640468707,1.3943296686853,0.169289146790058,8.23637956197193,1.77500194899312e-16,6.42518503397387e-15
"Q0105",6640.25016481028,1.73968565209512,0.211225531309183,8.23615233117178,1.77837474767956e-16,6.42518503397387e-15
"YDL227C",2713.94524458733,-0.716288145122361,0.0871271417001175,-8.22118264349529,2.01506112614753e-16,7.24279444980758e-15
"YDR523C",387.927289756123,1.22451633857341,0.149223474764004,8.20592296560563,2.28826108339543e-16,8.18258694077761e-15
"YJL015C",45.3914057484798,3.72025313336424,0.455768874929117,8.16258708746364,3.27923987514085e-16,1.16663977802843e-14
"YBR265W",4236.05943347151,-0.671851839023444,0.0823366965343823,-8.15981047700755,3.35550679963618e-16,1.18771314283569e-14
"YDL181W",695.805260300026,1.24518253325465,0.15282696996368,8.14766224541763,3.71026912312899e-16,1.30665184826154e-14
"snR44",3792.00985997839,1.09723095439429,0.134938458680452,8.13134346667352,4.24558510377362e-16,1.48766155420168e-14
"YMR081C",2341.17170076217,1.50944911158515,0.186553517714118,8.09123907220171,5.90608008709575e-16,2.05915482236593e-14
"YDR228C",3733.7439671493,0.701498463493741,0.0868836208969939,8.07400124731694,6.80311807762732e-16,2.36010658484056e-14
"YBL029C-A",1317.72794735371,0.878415006046539,0.109146293083055,8.04805166748179,8.41224366966828e-16,2.90388985686123e-14
"YER158W-A",62.3787955363005,2.73551274442629,0.34006057981373,8.04419243749063,8.68160058628191e-16,2.98210841813516e-14
"YHR022C-A",71.8697147082604,2.4180079220705,0.30074679088348,8.04001238040583,8.98293956851737e-16,3.07049203976822e-14
"YJL064W",58.8373179845231,3.18429989890037,0.397191840881052,8.01703250458757,1.08330461488207e-15,3.68482101442569e-14
"YHL030W-A",62.9998214577029,2.97418730691852,0.371020196051149,8.01624099866654,1.0903047984384e-15,3.69062881529659e-14
"YOR349W",1926.62666230774,0.776046253851212,0.0968211347393957,8.01525675091521,1.09907180086799e-15,3.70233220649877e-14
"YKL125W",3340.92696329331,0.811956359447225,0.101501710291018,7.9994352520686,1.24991154425217e-15,4.19020826830306e-14
"YKR076W",1463.87938959246,-1.47019309997454,0.184337051794345,-7.97557021588232,1.5167889399099e-15,5.06055946315394e-14
"YDL187C",247.47147902083,1.49325517053882,0.188534827920062,7.92031470796447,2.36910178960297e-15,7.8665460851912e-14
"YKR075C",10961.483201308,1.08793759771202,0.137920936048395,7.88812510183569,3.06760175872351e-15,1.01376242007484e-13
"YPR050C",58.2342910890638,2.61910078850142,0.33300825704857,7.86497251363775,3.69178500171247e-15,1.21428381211986e-13
"YJR151C",542.339416777359,-2.03924240315999,0.260433498940303,-7.83018471685713,4.87153701643929e-15,1.59479941857423e-13
"Q0050",83447.1398810933,1.66138346677153,0.212250402546672,7.82746909705487,4.97788944892678e-15,1.62200108071806e-13
"YNL146C-A",303.710726978331,1.60704459840784,0.205649918502096,7.81446747031635,5.51958862666486e-15,1.79014379040624e-13
"YOR136W",30185.1424173278,-0.866211571971491,0.111968117049184,-7.73623416022076,1.02404779301319e-14,3.30587280587083e-13
"YNL222W",1309.30932431329,0.779966659681424,0.101087641576349,7.7157469253285,1.20275758397146e-14,3.86489798757279e-13
"YNR034W-A",4026.99188799672,1.80508247721271,0.234366879777779,7.70195208010722,1.34003143300055e-14,4.2862565056481e-13
"snR41",2881.82695423224,1.12909079126872,0.146637051328336,7.69990108939499,1.3617159388042e-14,4.31891346667715e-13
"YHR116W",690.36281142176,-0.877469392159448,0.113959794986759,-7.69981546791478,1.36262865720489e-14,4.31891346667715e-13
"YMR251W",483.470012935255,-2.12358403426965,0.276384193812831,-7.68344963933703,1.5486085945171e-14,4.88617544324333e-13
"YJL116C",1058.74524341499,0.986074669926762,0.12846949563014,7.67555492523797,1.64704062689887e-14,5.1733397708855e-13
"YJR150C",1610.10957054373,-5.64620090203735,0.73624704622865,-7.66889447089728,1.73485091704596e-14,5.42471544599168e-13
"YGL249W",140.697471929135,-1.95642141560221,0.255309648504892,-7.66293568245121,1.81730368411136e-14,5.65716901308417e-13
"Q0065",1653.60331088616,1.27732451249584,0.166851703883516,7.65544781842672,1.92639759742435e-14,5.97012019859555e-13
"Q0060",553.433215175149,1.29952710478799,0.170210449732928,7.63482563395511,2.2612625483774e-14,6.97689546452904e-13
"YHL004W",4139.33799985591,-0.611230604094693,0.0800823775753191,-7.63252319175736,2.30203026316494e-14,7.07139075993353e-13
"YPL019C",43762.0260066398,0.665412388087611,0.0872144636263654,7.62961050747611,2.35464018017204e-14,7.19463485678468e-13
