"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YBR291C",881.362148467668,0.395993761986491,0.116353434865846,3.40336976250908,0.000665601367394806,0.00400106753003792
"YDR461W",5714.98125450426,0.650471355567939,0.19117717715906,3.40245297704518,0.000667838465669835,0.00401105738252865
"YNL304W",852.314712818243,-0.401275891181103,0.117960539929856,-3.40178072616248,0.000669483302057172,0.00401747595976304
"YER081W",6849.66084223346,0.568050297068484,0.16705296807656,3.4004202595679,0.000672823567190838,0.00403404878247782
"YDR342C",5847.24533608803,0.790160376074904,0.232895383268479,3.39276959888902,0.000691898080738613,0.0041441552497003
"YOR184W",17594.3508057981,-0.38312208118435,0.112929408031469,-3.39258026640492,0.000692376432798057,0.0041441552497003
"tR(CCG)L",21.6749592862275,1.62723151372791,0.479750813619494,3.39182648060816,0.00069428393620634,0.00414845063167678
"YMR019W",2904.81903734364,-0.277245360647365,0.0817341598973263,-3.39203780886276,0.000693748664359797,0.00414845063167678
"YMR173W",2258.95928671314,-0.322610916063019,0.0951219874921359,-3.3915493627558,0.000694986427744907,0.00414909277454216
"YOR161W-A",27.3506928806905,-1.44016120226612,0.424843244947359,-3.38986489580307,0.000699270769457726,0.00417109929463535
"YLR279W",16.5143598057293,2.13140692073288,0.62999158022037,3.38323080442967,0.00071638399635177,0.00426952615945375
"YBL070C",8.95618605968729,3.3083727451462,0.978447305765203,3.38124774390263,0.000721574526059378,0.00429678836055683
"YBR255C-A",700.306020305967,0.442794814149191,0.131075820526176,3.37815786597166,0.000729731751838828,0.00433833235552764
"YJL184W",1225.93158025159,-0.38942280515804,0.115277494004667,-3.37813385449093,0.000729795475840229,0.00433833235552764
"YJL172W",16978.4262251649,-0.268189999770171,0.0794627780551872,-3.37503931191421,0.000738051471644673,0.00438367368976006
"YFL054C",1500.49524194008,0.546696824715862,0.162086227253467,3.37287648666748,0.000743873131087443,0.00441449135580659
"YNR002C",232.881400995593,0.601418296236688,0.178336913604928,3.37237133961519,0.000745238961094269,0.00441883611880131
"YDL170W",1175.86346185355,-0.342730347282658,0.101684762214337,-3.37051825484166,0.000750269348976056,0.00444111050119697
"YML110C",8788.41997242202,-0.371354339632736,0.110170490871901,-3.37072419931869,0.000749708738223009,0.00444111050119697
"YML088W",4406.12288871753,0.258906667986016,0.076839130992731,3.36946376984025,0.000753145914890804,0.00445058174960472
"YJL181W",1708.2807785425,-0.382307029553206,0.113460033490047,-3.36953037817269,0.000752963909129188,0.00445058174960472
"YFR027W",222.31953712754,-0.624855249163822,0.185537342711932,-3.36781393993544,0.000757667096724016,0.00447350776075915
"YAR028W",2059.84438198544,0.439294614450297,0.130536519142277,3.36530051005492,0.000764603346001032,0.00451064224337157
"YMR122C",46.1570967849662,1.42736952831482,0.42451823005511,3.36232799267423,0.000772882607404069,0.00455178245053089
"YFL034W",3345.79318133556,-0.311580145779358,0.0926656707342125,-3.36241181130653,0.000772648014057363,0.00455178245053089
"YDL129W",1551.82445879821,0.363497471631585,0.10813500855638,3.3615151696415,0.000775160985859037,0.00456134814716883
"YDR210W",2606.17856931883,-0.362653054646559,0.107960940359032,-3.35911352235847,0.000781929387858429,0.00459729647684387
"YOR368W",1141.36380047336,-0.349723983463434,0.104163765460386,-3.35744375136318,0.000786667476941615,0.00462125721711363
"YMR225C",1485.78049056394,-0.366757691125985,0.109280613138458,-3.3561093829269,0.000790472980507357,0.00463970378205202
"YFL012W-A",6.64107286340712,4.27932795992399,1.27524559691918,3.35568926508137,0.000791674652414298,0.0046428489077249
"YGL041C-B",42.9862176140353,1.45594787774642,0.433944056441962,3.35515109870193,0.000793216458081062,0.00464798181697415
"YOL033W",2037.73816514637,-0.41924566027797,0.125165009466226,-3.34954363097059,0.000809448061099838,0.00473911110835363
"YLR231C",2237.91041559585,0.336344605882777,0.100487157234074,3.34714022309637,0.000816498974943535,0.00476040748518501
"YMR271C",417.264629537025,-0.626784362171587,0.187232634909666,-3.34762346571682,0.000815076718026862,0.00476040748518501
"YBR152W",767.391524097542,-0.438298202319489,0.130919877438182,-3.34783541579807,0.000814453642014007,0.00476040748518501
"YNR067C",8492.31292069075,-0.415500142133511,0.124128548811267,-3.34733746678425,0.000815918178721356,0.00476040748518501
"YKL110C",4614.81672627493,0.309172218850478,0.0923677422012858,3.34718822266692,0.000816357601938385,0.00476040748518501
"YPL058C",4455.36834453262,0.674646618902725,0.201963205876579,3.34044320585309,0.000836447868414457,0.00487264075727152
"YAL031W-A",15.4444904337102,1.92192027750503,0.57581245946684,3.33775389175251,0.000844585210532009,0.00491593712273765
"YPR174C",922.280936302689,-0.453289360909625,0.135833322505469,-3.33709985553343,0.000846575265957543,0.00491930777460162
"YNL310C",1091.60967465771,-0.359932126266451,0.107852395706773,-3.33726593561285,0.000846069517626078,0.00491930777460162
"YPL136W",26.5761835816551,1.59368763750114,0.477666260526761,3.33640403185197,0.000848697243340838,0.00492753195488398
"YMR083W",30856.0721333451,-0.366158710481906,0.109771817448573,-3.3356349470432,0.000851048375843048,0.00493707181759865
"YBL103C",2872.79987640081,-0.335818996464057,0.100783449718184,-3.33208475600995,0.000861980000110952,0.00499633128908867
"YDL020C",7576.85252540826,0.412695761950634,0.123945117726673,3.32966533511003,0.000869504243940745,0.00502740720812505
"YPL254W",3461.87379429348,0.333908794881558,0.100277016504394,3.32986367685686,0.000868885129802415,0.00502740720812505
"YIL001W",1625.29465484242,0.291917886634886,0.0876617255386772,3.33004951523672,0.000868305415241764,0.00502740720812505
"YFL021W",932.187705227994,0.528781044959403,0.158959831009935,3.32650734213698,0.000879417030202389,0.00508050948765639
"YCL017C",7391.19553056845,-0.303437548989654,0.0912398141939485,-3.3257142363819,0.000881922957872535,0.00509076886195794
"YLL060C",723.437884396737,-0.595322522276796,0.179139659493672,-3.32323129316781,0.000889811028436508,0.00513205318551511
"YOR171C",4852.86777225293,0.291729275291196,0.0877923924820138,3.32294481382272,0.000890725341739215,0.0051330808330145
"YIR014W",389.894714116403,-0.518766399833725,0.156535705751721,-3.31404517162707,0.000919566501731949,0.00529491099634755
"YEL017C-A",5908.53514137501,0.360593009860063,0.108816427594865,3.31377364456944,0.000920459895978237,0.00529568222331374
"YMR179W",1742.90245281126,-0.419746708938372,0.126720365551549,-3.31238555942787,0.000925039633578993,0.00531764333466308
"ETS1-2",153.942436080501,1.28380096508974,0.387663993800039,3.31163323295879,0.000927530613377332,0.00532757081308084
"YKL046C",2381.35477449807,-0.414360140070179,0.125131527162317,-3.31139681155399,0.000928314695610816,0.00532768590328742
"YFR052C-A",251.00234023857,0.757662069984043,0.228857400763419,3.31062953374742,0.000930863574756238,0.0053379208114928
"tP(UGG)O3",51.2200948786126,1.2105557068539,0.366424788607065,3.30369490409132,0.000954196151248443,0.00546722248369383
"ETS1-1",909.460597012142,0.59581175908695,0.180374669869214,3.30318974121456,0.000955916839003907,0.00546985587973241
"YMR194C-B",290.334795090264,-0.771696067383044,0.233627862119815,-3.30309946930595,0.000956224626042421,0.00546985587973241
"YOR260W",18375.2169348056,0.304354077812465,0.0922172294931665,3.30040361747171,0.000965458692595759,0.00551662282070778
"YCR088W",8061.76549160284,-0.630347411422382,0.190999816959628,-3.30025139006085,0.000965982570498237,0.00551662282070778
"YCL061C",2989.91944877666,-0.398566272205467,0.120834772294346,-3.29844021416769,0.000972235813538584,0.00554779077561747
"YLR042C",411.499266196289,-0.508796480618275,0.15427999001747,-3.29787732395278,0.000974186863664586,0.0055498406865467
"YBR220C",1851.00027512863,-0.363638565003826,0.110260692189149,-3.29798913632808,0.000973799019204858,0.0055498406865467
"YBR103C-A",6.79694283884117,4.31622473807124,1.31075291608057,3.29293544581816,0.000991472359983416,0.00564370348258315
"YPL035C",9.70461861643151,2.90392350151694,0.881928529615982,3.29269708825657,0.000992313212578538,0.00564388257039979
"YMR195W",3208.95347913602,-0.619401287954105,0.18813609974166,-3.29230428825005,0.000993700331548446,0.00564716577985926
"YGR161C",4197.60259106896,-0.594900936923698,0.180782152098543,-3.29070613452717,0.000999362521498446,0.00567471894332953
"YDL104C",560.097049860837,-0.42741550965788,0.129915239556759,-3.28995667572276,0.00100202809665115,0.00568522531973024
"YGR064W",77.6955802783014,0.974085410274996,0.296208251473815,3.2885154462387,0.00100717257719761,0.00570976778926741
"YDR041W",3214.09655301415,-0.370099436245921,0.112593306964343,-3.28704650590932,0.00101244112208219,0.0057338724165926
"YLR465C",51.28762220868,1.03910015541875,0.316136493945393,3.28687189021028,0.00101306909755372,0.0057338724165926
"YGR188C",653.331258237745,-0.426077600318866,0.129652572388367,-3.28630271247202,0.00101511855170467,0.00574081237715869
"YMR223W",2936.44720495413,0.328358635913428,0.0999243646446286,3.28607179121132,0.00101595113012056,0.00574086485440084
"YGL230C",70.4817643709916,1.00185825408557,0.304933790950097,3.28549437228333,0.00101803576057906,0.00574798652511564
"YDR480W",914.865311506298,-0.397056584038908,0.120951284795703,-3.28278103626242,0.00102788471776048,0.005794211913455
"YLR146W-A",553.009824595928,0.451604636095963,0.137565303776596,3.28283821354666,0.00102767626736493,0.005794211913455
"YPR126C",6.26943627963879,4.19226119037738,1.27721461986678,3.28234669817251,0.00102946945591716,0.00579845760590496
"YLR203C",5269.52286712695,-0.321448896285613,0.0979850383282007,-3.28059162674326,0.00103589611489712,0.00582994641580115
"YMR052C-A",46.785707808942,1.27068101544046,0.387985824528596,3.2750707245151,0.00105635523978263,0.00594029442500346
"YLR446W",570.222332065614,0.428037212190275,0.130827122516692,3.2717773192303,0.00106873716758252,0.00600024498353694
"YMR003W",758.780402410713,-0.390677258355292,0.119403826820724,-3.27189897306949,0.0010682774183781,0.00600024498353694
"YAL039C",1463.89339728291,-0.444810836960326,0.135994348546765,-3.27080383643565,0.00107242271165186,0.00601609297534062
"YMR117C",433.852628495176,-0.418499241285211,0.127982794474281,-3.2699648652328,0.00107560843193912,0.00602911382307995
"YGR076C",2205.49715229103,-0.446858915715606,0.136782271367032,-3.26693592122429,0.00108718285422258,0.00608909722288676
"YDR250C",14.8424751773924,1.96858419731582,0.602787508619202,3.26580124698542,0.00109154833434513,0.00610374220961393
"YHR152W",2047.16812093808,-0.283495949704199,0.08680255277493,-3.26598631769822,0.00109083519928703,0.00610374220961393
"YCR026C",3815.38511617741,-0.338216872110323,0.10358396524471,-3.26514698786929,0.00109407285622157,0.00611295675194951
"YBR092C",14478.5257314553,0.509840461313637,0.156194739572781,3.26413336779547,0.0010979946719741,0.00612995744409559
"YOR010C",337.626742536663,-0.806948906784012,0.247417138584135,-3.26149154986531,0.00110827735736502,0.00618241441032502
"YLR245C",452.647285667061,-0.41037319861627,0.125864751724925,-3.26042988995943,0.00111243465644012,0.00620064497150838
"YNR022C",3275.93998593204,-0.397084745635303,0.12185900881771,-3.25855880076381,0.00111979667646808,0.00623669506790092
"YPL016W",3508.54422432839,0.493306520470095,0.151489420905171,3.25637603947864,0.0011284419223221,0.0062798288302889
"YGL164C",1058.54794961395,-0.340435564518302,0.104604469885165,-3.25450303311163,0.00113590947156121,0.00631634509186307
"YER061C",2698.229016483,-0.365909744406907,0.112501136820697,-3.25249819466349,0.00114395322558302,0.00635600465497242
"YDR167W",2105.17829847869,-0.279246886895038,0.0858688133585973,-3.25201753666809,0.00114588951625116,0.00635663293303051
"YJR079W",34.5668258662983,1.24762454866011,0.383630286497625,3.25215342107206,0.00114534181032804,0.00635663293303051
"YIL074C",12686.3494487962,0.310082308970716,0.0953920551008256,3.2506093787682,0.00115157961449018,0.00638311975503978
"YBR210W",2069.03967969372,0.4153136538489,0.127801572451422,3.24967561730715,0.00115536715503849,0.00639902714224259
"YGR082W",5960.30223662714,-0.38645751852537,0.118955008992896,-3.24877045361283,0.00115904968354939,0.00641432812967452
"YGL257C",2453.54648017701,-0.272180502500675,0.0837941928640312,-3.24820244933118,0.00116136606354393,0.00642085605703317
"YIL020C",333.820016723077,-0.5175377147897,0.159338966329589,-3.24802982416232,0.00116207089401633,0.00642085605703317
"YGL004C",1178.27244568954,-0.362027882141532,0.111553090485412,-3.2453415729336,0.00117309819017513,0.00647665374512364
"YDR260C",748.185574238891,-0.468829447211644,0.144509535320938,-3.24428035956541,0.00117747788133543,0.00649569087543669
"YKL107W",44.811929669102,-1.05594388451709,0.325725004625763,-3.24182629371762,0.00118766388974061,0.00654670379696546
"YCR060W",1365.71372620628,0.313464796520293,0.0968054447704129,3.23809055641154,0.00120332607703096,0.00662779836898646
"YMR157C",2106.06723971528,-0.375729994513903,0.116067827925421,-3.23715883401666,0.0012072619671723,0.00664422864806033
"YIL085C",5478.78095950382,0.257357660872935,0.0795131531876692,3.23666777829212,0.00120934112408284,0.00665042244339877
"YMR244C-A",1520.12849489885,-0.400488574961068,0.123744444958267,-3.23641659305298,0.00121040593440701,0.00665103276644607
"YER175W-A",33.2819312355004,-1.76866531678339,0.546789446033225,-3.23463689655034,0.0012179751645465,0.00668735497825411
"YBL085W",7610.37341150769,-0.334406206238393,0.103400306897838,-3.23409297584384,0.00122029722279828,0.0066948328360129
"YMR086C-A",62.139541183066,0.896527638715245,0.277419805787398,3.23166414225776,0.00123071616481355,0.00674668539091577
"YDR511W",1443.9465499422,-0.33058397080726,0.102421212277428,-3.22769047013237,0.00124793929081582,0.00683572716014038
"YMR018W",198.029014093756,0.621435385549687,0.192786078345323,3.22344533839502,0.00126658469494125,0.00693241371885817
"YOR052C",8558.83100590552,0.324627517218997,0.100749849490771,3.2221141655277,0.00127248421123415,0.00695378715120356
"YJL151C",7424.79438265202,0.315334864958415,0.0978612560769356,3.22226463873004,0.00127181607194105,0.00695378715120356
"YGL208W",1379.22809491834,-0.371934162473689,0.11549966563719,-3.22021852116887,0.00128092915453405,0.00698898199887787
"YKL041W",145.551531330273,-0.789996455122324,0.245323748520459,-3.22022005568875,0.00128092229749758,0.00698898199887787
"YPR167C",1247.49834341841,0.464261798717207,0.144245492286962,3.21855325498563,0.00128839043646944,0.00702419586669384
"YLR431C",1144.66275215179,-0.322181801188761,0.100205599254926,-3.21520756908126,0.00130350230181777,0.00710103246138696
"YHR178W",702.841939757305,-0.469476136577556,0.146080380456278,-3.21382060418491,0.00130981480374432,0.00712985060617422
"YIL047C",11561.5051918596,0.307897163441952,0.0958401893984319,3.21261013124615,0.00131534707882371,0.00715438001609809
"YMR193W",2112.86042899958,-0.404110812364658,0.125916717964586,-3.20934994889489,0.00133035464927456,0.00722534573904959
"YBR129C",3467.88944263307,-0.349482650032238,0.108895973049514,-3.20932574681465,0.0013304666469152,0.00722534573904959
"YEL077C",446.965408321442,-0.574591761749331,0.179181484734424,-3.20675856995476,0.00134239604796922,0.00728445730933024
"tR(ACG)J",40.6869570371318,1.25545228213744,0.392101986566296,3.20185136813933,0.00136547432858191,0.00740392884385823
"YGL238W",20840.3065555409,0.247595510580639,0.0773424347414597,3.20128932336176,0.00136814082111775,0.00741262311239634
"YLR405W",1041.93625652334,-0.314350522877559,0.0983406201009368,-3.19654810550218,0.00139082632530934,0.00752968320371277
"YPR038W",9.80414326047746,2.51925579281196,0.788471200264933,3.19511453552834,0.00139775358022815,0.00755365794204798
"YMR238W",3734.58200036877,-0.386741110082949,0.121047264737935,-3.19495951370926,0.00139850457524508,0.00755365794204798
"YHR211W",989.315099401298,0.444161414653431,0.139013675147353,3.19509152018766,0.00139786505331931,0.00755365794204798
"YPR025C",2941.13065722256,0.295530727477834,0.0925989008666577,3.19151442092599,0.00141529045675041,0.00763840584746175
"YFL008W",4456.40015925569,-0.427563353049723,0.134085392496024,-3.18873924363088,0.00142894711113416,0.00770614710436078
"YBR125C",3381.84020251238,0.349424997279019,0.109604341853665,3.18805798538114,0.00143231810432975,0.00771835714180165
"YDR356W",3073.40875993028,-0.347365411982278,0.109019270693814,-3.18627532335884,0.00144117376840566,0.00776008083945379
"YOR108W",7238.46700342982,0.582514468511268,0.182893587720712,3.18499120592899,0.00144758407156035,0.00778858312576416
"YOR370C",8815.77263743835,-0.293410888860367,0.0921325550873109,-3.18466028194173,0.00144924029484852,0.00779148232534982
"YJL195C",15.3415249190775,1.96122355201665,0.616309185165534,3.18220724146743,0.0014615719460302,0.00785036101094568
"YFR015C",17680.4615168962,0.492878745873563,0.154894214199158,3.18203458032226,0.00146244356133923,0.00785036101094568
"YDL029W",13343.7237777215,-0.22971081238384,0.0722068059273406,-3.18129031513997,0.00146620619175476,0.00786450444238918
"YLR227C",983.874132307912,0.382139851187017,0.120350030987005,3.17523683253791,0.00149714254254652,0.00802426975340265
"YOR111W",569.069263830985,-0.505468665282475,0.159386543501652,-3.17133839643895,0.00151738268737575,0.00812026821110597
"YBL035C",1678.74889454333,-0.435849143742857,0.137429224809732,-3.17144438780239,0.00151682907771031,0.00812026821110597
"YGR201C",1045.03526928679,-0.475191201214092,0.14987819424664,-3.17051592196338,0.00152168493172193,0.00813704680130137
"YDR113C",928.700605119384,-0.620888938684001,0.195875618970456,-3.1698122612067,0.00152537459429617,0.00815052647205151
"YKL148C",1619.80882804178,0.563749805330378,0.177916062729724,3.16862792870356,0.00153160328267256,0.00817754187601512
"YLR348C",3692.20120644942,0.297537664750525,0.0940288271603599,3.16432389657583,0.00155443700124808,0.00829310574575583
"YGR008C",11613.293400682,0.546495565233371,0.172805509712895,3.162489240889,0.00156426515852349,0.00833673756369004
"YJL216C",615.502739490432,0.430310618927895,0.136072996741314,3.16235130579178,0.00156500637758071,0.00833673756369004
"YOL105C",1621.32563788777,0.434848161733863,0.137533606087152,3.16175932635917,0.00156819115932277,0.00834732591905166
"YGR208W",5511.50626140717,-0.308401921923711,0.0975509417619173,-3.16144484464739,0.00156988546111708,0.00834997049608652
"RUF5-2",23.2265738295406,1.57063163068458,0.497037707198629,3.15998486218855,0.00157777336122674,0.00838552869499545
"YKR065C",3821.78734663135,-0.336337849281516,0.106466164680996,-3.15910552699331,0.0015825417677193,0.00840446591493273
"YLR003C",5648.43968320177,0.250004111354751,0.0791654735512137,3.15799426366115,0.00158858683837811,0.00843014918113436
"tF(GAA)D",38.20037810223,1.26323574843926,0.400579490982099,3.15352077896497,0.00161313743874577,0.00855392194705267
"YBL054W",4064.8577584616,0.281074798353773,0.0891414222046631,3.15313343002811,0.00161527956459129,0.00855877234338533
"YPR020W",1829.44196168953,0.438942350736158,0.139606149196617,3.14414768448318,0.00166571352316241,0.00881930174412416
"YDR312W",3402.44000273683,-0.311587201584004,0.0991767356257722,-3.14173681577632,0.00167948927900894,0.00888549221739704
"YEL050W-A",7.98528304016409,3.14624770740153,1.00173465872747,3.14079949215124,0.00168487340380601,0.008907219290932
"YNR003C",3818.24196589908,0.257576514302624,0.0820235876232323,3.14027369158464,0.0016879006268038,0.00891646293235068
"YOR304C-A",383.925395764022,-0.402984372531215,0.128491106340433,-3.13628222223819,0.00171104461258551,0.00903188045689535
"YBR029C",5564.54997361449,-0.289169644891226,0.0922188189574128,-3.13569017864744,0.00171450224581362,0.00904328605148138
"YIL026C",4220.96167512788,-0.410221793516641,0.130893949894643,-3.13400118070263,0.00172440162135872,0.00908862623260343
"YER066C-A",25.6597008979458,1.52057009863532,0.485408505659698,3.13255758995978,0.00173290427595279,0.00912654193067884
"YDR430C",4235.06771864631,-0.359728411371469,0.114873452905159,-3.13151909578679,0.00173904476252261,0.00914506721649336
"YKR005C",429.204497810671,-0.452055125087666,0.14435477902707,-3.13155635119565,0.00173882413037847,0.00914506721649336
"YPL036W",638.53917391372,0.407385457741557,0.130218654997525,3.12847232026241,0.0017571756067513,0.00923344800744295
"YER145C-A",31.4964181254918,1.43759006455579,0.459737149149261,3.12698259693835,0.00176610381405605,0.00927337492124463
"YBR238C",11054.939317357,0.462630322621911,0.148028349477641,3.12528190886699,0.00177634734592571,0.00932014299709553
"YGL236C",2694.04152325792,-0.389258014915337,0.12475859911198,-3.12008965863707,0.00180796000607788,0.00947428461846417
"YHR167W",1130.80237343973,0.314478565304268,0.100794057143827,3.12001098294443,0.00180844296962223,0.00947428461846417
"YDR387C",2279.54617404785,0.345352278256093,0.110786372474461,3.11728121918341,0.00182527367559808,0.00955528028524429
"YKL224C",13.2426264996157,-3.37808070253374,1.08428221954592,-3.11549949048174,0.00183633665926368,0.00960598313956914
"YNL192W",20501.4093658373,-0.373677814465032,0.120102829347943,-3.11131566586555,0.00186255718950771,0.00973584054155716
"YOR271C",8146.95990997756,0.451123042201411,0.145138428013854,3.10822604581572,0.00188214050805288,0.00983083577726794
"YMR010W",5204.40027098022,-0.239835350389622,0.0771842095594865,-3.10731109068078,0.00188797607394668,0.00985393500271722
"YNL180C",5010.66396679029,-0.269189568833706,0.0866791349445531,-3.10558670210427,0.00189901938780732,0.00990416020282755
"YFR046C",1184.89815392845,-0.331011901243144,0.106630005935189,-3.10430350575368,0.00190727568812766,0.00993978577975647
"YGL196W",5238.57646267221,0.31863191485829,0.102649981183101,3.10406208735619,0.00190883269416206,0.00994047078147277
"YGR233C",8787.62074219739,0.241945589633164,0.0779690609760729,3.10309739022523,0.00191506607952851,0.00996548938250172
"YOL119C",632.84398290976,-0.494030231719933,0.159252543955325,-3.10218109833475,0.00192100399879815,0.00998827091356728
"YOL050C",10.1308171613445,2.6240560310788,0.845929358577774,3.10198009381128,0.00192230884354041,0.00998827091356728
"YMR182W-A",51.7653954354655,0.99334035944594,0.3203111147016,3.10117355862387,0.00192755275144087,0.0100080605627678
"YKL108W",978.824633932585,-0.410640945616947,0.132536997209443,-3.09831182434312,0.00194626526211177,0.0100976991612391
"YBL031W",1150.33488864951,-0.314415977089402,0.101531296014868,-3.09673952200275,0.00195661719409819,0.0101363236957256
"YNL138W",10123.8357107581,-0.306625156151069,0.0990129446633729,-3.0968188775068,0.0019560935139827,0.0101363236957256
"YOR230W",23634.156452729,0.318048164906173,0.102746499927952,3.09546471295076,0.00196504753112817,0.0101724398177852
"YDL006W",2240.74009333962,0.298750416035638,0.0966542377150291,3.09091896121989,0.00199538084402003,0.0103218031345339
"YFL052W",1701.29751473934,0.568634387993972,0.184006135729678,3.09030123228797,0.00199953588851899,0.0103356291702319
"YDR230W",13.685863523834,2.10313645338842,0.680801971467262,3.08920441116783,0.00200693303422413,0.0103585078072871
"YKL187C",1340.28581525903,0.332799809294911,0.107725954906229,3.089318721608,0.00200616093480354,0.0103585078072871
"YKL035W",28581.5345325551,0.284075903160576,0.092121750020909,3.08370067976454,0.00204443173659345,0.0105442474106998
"YKR032W",6.89720675301569,3.30673866993665,1.07260429784364,3.08290641440138,0.00204989609167162,0.0105646159994281
"YPL081W",7547.57306672383,-0.293540071308868,0.0952400211039487,-3.08210842360573,0.00205539956794306,0.0105851559728707
"YOR013W",159.909721731098,-0.639842661533703,0.207965168582004,-3.07668185925761,0.00209318574437278,0.0107682728792451
"YNL017C",13.5424551258905,2.53411290364479,0.823684032473188,3.07655946180707,0.00209404532113243,0.0107682728792451
"YNL177C",3765.71101760984,-0.373518673878641,0.121483258406909,-3.07465142750402,0.00210748705500776,0.010829408426359
"YBR110W",3937.76276921298,-0.335027628008873,0.109011528075498,-3.0733229221119,0.00211689279854483,0.0108697301062247
"YOL076W",7023.528332989,0.243590667708671,0.0792799623483667,3.07253763111417,0.00212247070193174,0.0108903518797425
"YER128W",304.640603254028,-0.412683143005175,0.134397435569511,-3.07061768891962,0.00213616480955244,0.0109525567772126
"YOL155C",1291.5893443821,0.712526298497808,0.232142518198006,3.06934853653159,0.00214526154495516,0.010991115909605
"YAR015W",14245.3403376397,-0.436684045333837,0.142318005082514,-3.06836822987122,0.00215231225648402,0.0110191434394002
"YOR036W",2211.05424414699,-0.337578181339058,0.110100430089192,-3.06609321203911,0.00216875692763292,0.0110951885960267
"YDR100W",2661.38868996549,0.293588281167701,0.0958840938628076,3.0619080740104,0.00219930983238389,0.0112384401828161
"YMR172C-A",8.01911372655388,3.15522127608358,1.03050626936962,3.0618166719293,0.00219998147849476,0.0112384401828161
"YKL038W",4470.36877531073,0.61676152789385,0.201649040487412,3.05858895436873,0.00222382046141344,0.0113519034241844
"YHR128W",8611.83712153826,0.268038737857401,0.0878343728412458,3.05163831865528,0.00227596159558717,0.0116095685486681
"YBR282W",1516.01181277612,-0.316864842971659,0.104009049466712,-3.04651224673551,0.00231513047851314,0.0118007345224211
"YDR010C",23.0798823474814,1.68323407667029,0.552570906454914,3.04618657444216,0.00231763971359624,0.0118048953417871
"YOR219C",9335.13784181671,0.293053868452972,0.0962787639906557,3.04380588518372,0.00233605820099546,0.0118900246974754
"YDL200C",826.399702819893,-0.416483035991171,0.1368455568724,-3.04345311247127,0.00233879884355207,0.0118952912735876
"YBR007C",2429.93392795909,-0.308352792195276,0.101365045792995,-3.04200318544705,0.00235009407434069,0.011944027682491
"YMR203W",9677.73940780339,-0.356949696162051,0.117395022864198,-3.04058628256301,0.00236118027564117,0.0119916315091376
"YDR227W",4000.68104957708,-0.320233220591397,0.105410194810045,-3.03797200231415,0.00238176082120347,0.0120873494950886
"YOR235W",598.311760428045,0.753215102852617,0.248048845930589,3.03655959384463,0.00239294800956784,0.012135291978703
"YMR058W",43210.3828389477,-0.519886083330714,0.171251132176295,-3.03581107303579,0.00239889626013445,0.0121566160043005
"YGL242C",1663.28637285597,-0.292650982276831,0.09643751407327,-3.0346176494604,0.00240840800593604,0.0121871037920116
"YLL025W",339.581878082072,-1.82075071476005,0.599992246356969,-3.03462374024879,0.00240835937401757,0.0121871037920116
"YLR214W",9401.86844004596,-0.478138462491059,0.157574149529111,-3.03437120822109,0.00241037647090175,0.0121882198198679
"YMR020W",3408.2482259105,-0.280427020482175,0.0924282246075524,-3.03399769575647,0.00241336273286932,0.0121944770552882
"YJL014W",22124.1836622981,0.216721029542353,0.0714577369610513,3.0328560455319,0.00242251132372949,0.0122318403043923
"YKL089W",946.979942531596,-0.350941801362143,0.115732623208676,-3.03234983907143,0.0024265779472071,0.012243507978202
"YJL066C",2235.55683281602,-0.358753235417393,0.118386031803514,-3.03036794081262,0.00244255977012491,0.0123152344736667
"YMR254C",16.648382240791,1.88618976160297,0.623107026578533,3.02707188516232,0.00246935226929074,0.0124233718425428
"YJR138W",2943.74349582886,-0.40281460190403,0.133055708592681,-3.02741315021029,0.00246656581618536,0.0124233718425428
"YFL038C",17311.071260688,-0.213296771734783,0.0704581392659406,-3.02728363191235,0.00246762300326311,0.0124233718425428
"YKL096W",8334.90387686042,-0.409283686225944,0.135261712170395,-3.0258650408798,0.00247922935662895,0.0124640708751072
"YOR306C",6818.02943153781,-0.714302991155403,0.236178546639532,-3.02441945434447,0.00249110793894282,0.0125147663243864
"YKL195W",11349.5916300352,-0.411509195722563,0.136087127287231,-3.02386569490893,0.00249567203261606,0.0125248866708928
"YEL077W-A",15.7275821160044,2.2726500083033,0.751602496191312,3.02373930344801,0.00249671482468678,0.0125248866708928
"YJL027C",27.2203790344002,1.32918892515622,0.439656004901444,3.02324751700862,0.0025007761001774,0.0125362413706233
"YNL011C",1574.5131085277,0.301738641125098,0.0998434632076099,3.02211713647869,0.00251013393988619,0.0125741120422603
"YDL110C",2349.09549602472,0.384934670080238,0.127492905460029,3.01926345384701,0.00253390079731314,0.0126840561806637
"YBR281C",3248.51892041014,0.39072596693834,0.12951974029362,3.01672907969524,0.00255518067862151,0.0127814023472222
"YOL035C",7.75972739260866,3.12316300697243,1.03568522170095,3.01555235271497,0.00256511652260095,0.0128219050265924
"YNL323W",3825.10014195301,-0.266454217118857,0.0883874038870864,-3.01461752920414,0.00257303499330576,0.0128522729285968
"YIL154C",1532.09698648584,-0.474254258021016,0.157347873219814,-3.01404936918649,0.00257785853661748,0.0128579453332143
"YFR020W",1530.04772391342,0.418014189146016,0.138682882574909,3.01417292015276,0.00257680891534155,0.0128579453332143
"YIL163C",59.018027058825,0.869708224076941,0.289040413626092,3.00895024735888,0.00262152041856666,0.0130663773257079
